content,score
"Sometimes it starts suggesting stuff without double checking if it's true or not, waste of time.",1
"literally the core of slop on the internet. constantly gets things wrong. massively low effort. its horrible. its the reason the internet is a terrible place now and the sooner open ai go bankrupt, the better. and hopefully their leaders will be held accountable for the damage theyve done to the internet as well as the environment. they are the reason ram prices are through the roof too.",1
In many cases it is good but some time it gives unvarified information specially in religious affairs,2
this app is very bad and shows lot attitude,1
the most bias in market,1
this not best openal is slow but she's/he's. so bad,1
not good then sarvam . sarvam is the best,1
such a waste of time. even with paying for the monthly subscription it fails at extremely simple tasks,1
It's extremely bad because he doesn't understand most things literally.,1
he can't solve the reasoning problems .he is dumb in reasoning,1
Iv shouldn't lose my data daily,1
"I don't like this app, uselessly this app really helpful but some time it's irritate me like mujhe jo jan na hai wo mujhe thik thak answer nahi deta",1
it's like I just have to tell it everything claude is wayyyy more better,2
bro this app is just ragebaiting it is a master of it don't use this unless u want to get bp problems,1
"You're using a less powerful model, let's remind you after every message",1
App sucks. Should add an answer-giving restriction when asked to deal with teenagers homerwork.,1
always mixed interpreting someone's words,1
this app is worst app it's not follow your talks,1
very bad AI tool answer by the chat gpt is wrong,1
"App is fine edit:its not, but now there are not enough messages or memories. Memory gets filled so easily, and the plus is a scam when it comes to more memory cause they will take the extra memory away when plus is over. I wouldn't wanna spend a buck on this app, but feel free to use it for fun. Edit: Nvm this app is just so irritating to use....fun to make stories on but too limiting and too many bugs and issues Edit 2: Token limit got decreased AGAIN by like half of what it was before.",1
chatgpt has gotten even worse with each update it gets worse please stop updating and changing things,2
very worth app not interst very boor,1
It not working for me why?,2
Used to be good...until the restrictions and pay walls. And terrible for the environment. I hope this app dies and Openai bankrupts.,1
it needs some more time for send pics,1
"Great until not. I wanted to leave a review regarding my experience. The service was great until it started hallucinating. These hallucinations made it impossible to do what I wanted since I mainly use it for screenshots. I was a paid subscriber at $20 a month, but with the system broken and stuck in a hallucination loop, it is not worth it.""",2
"I left the app for a moment when I returned it reverted me back to a message I sent HOURS AGO and already moved wayyyy on it genuinely is annoying especially when I talk about it eariler like it happened not once BUT TWICE, like oh my gosh man it's just SO annoying",1
worst I'm paid two time but it's not working as correct edit,2
